Review Teks;Rating;Label;;;;;;;
ini kayaknya aplikasi nya di buat untuk dengerin iklan ya? bukan dengerin musik. setiap kali mau ganti/lanjut ke lagu lain, pasti selalu iklan, bahkan bisa iklan 3 kali. iklan boleh aja, tapi itu udah berlebihan. perbaikin.,2;3;Negative;;;;;;;
Spotify makin kesini kenapa makin jahat ya sama pengguna gratisan? aku nggak masalah sama iklan-iklan yang durasinya panjang dan iklan yang serem-serem karena aku juga pengguna gratisan. Jadi, aku maklumin dan masih berusaha enjoy. Tapi, kenapa sekarang liriknya gaada? sedih, banget. Padahal, alasan aku download spotify tuh karena bisa liat lirik lagunya. Sekarang, aku udah gabisa lagi nyanyi sambil liat lirik. Spotify, tolong balikin fitur liriknya please I beg u,3;3;Positive;;;;;;;
Terlalu banyak iklan, saya pernah mau mendengar satu lagu saja tiba tiba ada 4 iklan yg terputar, mana iklan yg terputar nya 30 detik semua. Saya jadi harus dengar 2 menit iklan terlebih dahulu sebelum mendengar satu lagu saja. Tolong lah jangan terlalu banyak iklan nya saya cuman ingin mendengar satu lagu🙏🏻🙏🏻,2;2;Negative;;;;;;;
baguss sih sebetulnya tpi ko sekarang jadi gajelas ya, semua lagu masa liriknya ga bisa dimuat, terus kadang pas buka apk ada tulisan no internet padahal jaringan bagus, kebanyakan iklan sumpah 1 lagu habis langsung iklan, menurutku itu terlalu mengganggu, coba iklan nya agak dikurangin. tolong kalo update yang diperbaiki tentang keluhan pengguna padahal dulu bagus, enak degerin nya.,2;2;Negative;;;;;;;
suka banget dengerin lagu di spotify, cuman kurang nyaman dengan iklan horor yg membuat saya tidak nyaman terlebih saat memutar lagu di malam hari, harapannya kedepannya jika bisa iklan horornya di hilangkan, dan saya agak bingung dengan spotify yg skrng tidak ada fitur liriknya, entah punya saya yg sperti ini atau memang kebijakan dri pihak spotify nya, saya harap untuk spotify segera mengembalikan fitur lirik, terlebih saya suka dengan lagu inggris, fitur lirik membantu saya untuk bernyanyi.,3;3;Negative;;;;;;;
Tolong lebih ditingkatkan dan tolong lebih lengkap lagi semua lagu favorit/ semua lagu yang disukai banyak orang begitu juga tolong kurangin iklannya sangat menganggu disaat mendengarkan lagu/musik. Terima kasih,5;5;Positive;;;;;;;
makin di update kenapa makin aneh ya? padahal dulu bagus bagus aja loh, sekarang lirik musiknya hilang, terus pas mau bagikan lagu gaada video backgroundnya, yang ada malah jadi background bewarna biasa, tolong di perbaiki lagi dong huhu :(((,2;2;Negative;;;;;;;
Salah satu aplikasi pemutar musik terbaik, cocok sekali untuk merelaxkan diri dari penat nya kegiatan sehari-hari namun memang mungkin iklan masih sedikit mengganggu ketika sedang menikmati lagu, mungkin bisa jadi pertimbangan agar lebih baik lagi,5;5;Positive;;;;;;;
Aplikasinya bagus tapi perlu perbaikan.1).tambahkan fitur mendownload musik.2).tambahkan fitur bisa mengulang lagi yang didengarkan .selebihnya sudah baik.itu saja dari saya terimakasih,5;5;Positive;;;;;;;
Sejauh ini apk musik ini masih jadi andalan saya karena spoitify dapat mencari lagu yang mau kira dengar tanpa harus mengetahui dahulu apa judul nya, terus apk ini kalau udah premium fitur nya tambah bagus, seperti ssusunan lagu yang kita sukai bisa tertata rapi, iklan pu hilang, dan lain sebagainya mungkin kekurangan nya hanya di lirik lagu nya, biasa beberapa lagu di spoitify itu tidak ada lirik nya tapi tetap spoitify masih yang terbaik,5;5;Positive;;;;;;;
Kecewa berat, dulu Spotify bagus banget, sekarang drastis turun banget... banget Bukannya dengerin lagu malah kebanyakan dengerin iklan,trs iklan horor, podcast yang terkadang ga guna bagi pendengarnya. Setiap dengar 1 lagu, terusss aja iklan yang ga guna Bisa ga sih Spotify ya walaupun gak langganan buat Napa dengerin lagu lebih enak, jangan lah kebanyakan iklan Pendengar malah jadi risih Jan terlalu banyak ngambil keuntungan kali lah, berbayar nya mahal bangetttt,,, Dh gitu lyrics nya ga ada,1;1;Negative;;;;;;;
Aplikasi harus meningkatkan dukungan pelanggan. Spotify perlu mengadakan fitur konten yang tidak disukai. Lengkapi pula fitur terjemahan untuk tersedia di semua musik dan podcast. Secara keseluruhan sangat senang untuk berlangganan.,5;5;Positive;;;;;;;
Malesin banget, setiap satu kali putar lagu pasti ada iklan. Itupun iklan nya bukan 5-15 detik, malah 30 detik. Malesin bngt ini mah mending uninstall aja dahh mau beralih ke YouTube lagi.,1;1;Positive;;;;;;;
Mengapa saat saya mencoba memilih lagu seketika saya malah diganti ke lagu yang lain? Dan juga saat sedang memutar lagu di dalam playlist pasti sering kali ada lagu asing yang muncul. Sering ada iklan bahkan iklannya bisa saja sampai 3 kali, durasinya sampai 30 detik, itu sangat menggangu, saya tidak bisa skip atau mengulang lagu lagi. Apakah Spotify sampai segitunya ingin mendapatkan uang sehingga seringkali memaksa pendengar untuk beli premium? Saya kecewa sekali, mohon diperbaiki, terimakasih,2;2;Negative;;;;;;;
versi terbaru tidak bisa untuk memasukan lagu yang sama di dalam playlist, jika centang dihilangkan lagu akan hilang dari playlist tersebut, tolong ubah fitur seperti semula, saya perlu streaming lagu tersebut berulang kali di dalam playlist. jika sudah benar akan saya kasih bintang 5,2;2;Negative;;;;;;;
Lagu nya mantap sih ada lagu lagu gabut tenang macam macam lagu yang bagus juga walaupun agak macet sih ditempat pencarian situ kan banya pilihan dari lagu untuk kerja untuk olahraga untuk fokus untuk tidur. Mudahan mudahan updet selanjutnya lebih bagus saya suka bangat. Jangan lupa kasi bintang 5 karna lagu bagus bagus semua walaupun ada macet sih tapi tenang nanti akan di fix😁😉,5;5;Positive;;;;;;;
aplikasi nya sudah bagus lagunya lengkap walaupun masih ada beberapa lagu yang tidak tersedia tapi tidak apa apa menurutku, hanya saja saya kesulitan di bagian membeli Spotify premium nya, saya sudah pernah membeli premium mini sekali di aplikasinya lalu yang kedua kalinya aku tidak bisa membeli Spotify premium di aplikasi nya dan harus ke link premium Spotify, saat aku ingin membeli Spotify premium mini lagi aku tidak melihat pesan untuk mengkonfirmasi pembayaran saya, padahal ada kuota SMS nya,4;4;Negative;;;;;;;
Udah keren sii, tapi kalo bisa ni ya, jangan ada limitnya buat milih musikk wkwkwk emang si digituin biar ada yang beli spotifypremium, tapi ya kayak apa ya, minimal limitnya dinaikin laaa, misalnya up to 50 lagu itu udah limitt, menurut ak limitnya terlalu dikit saja, terus satu lagi itu di lirik, liriknya suka gak bisa dimuat, jadi kita rada ribet harus buka di apk lain buat liat liriknya, selebihnya udah mantep puoll!!,5;5;Positive;;;;;;;
saya sudah lama pakai spotify dan ga masalah kalo ada iklan. tapi semakin kesini kok iklannya ngeselin yaa. banyak iklan podcast horor yang bikin parno kalo pas sendirian. biasanya sy buka playlist buat healing apalagi kalo mau tidur eh muncul iklan begituan yang tadinya dah mau tidur malah melek lagi.,3;3;Negative;;;;;;;
Aplikasi cukup berfungsi dengan baik...namun ada beberapa fitur yang Gagal beroperasi seperti Lirik dalam lagu itu kenapa ya kok Lirik Tidak ditemukan terus tapi itu cuma disebagian besar lagu...namun itu juga cukup Merepotkan bagi. Saya yang tidak tahu liriknya seperti apa,3;3;Negative;;;;;;;
kenapa harus pake batasan si? biasanya ngga. kecewa sama spotify skrng mendingan spotify dulu deh ga ada batasan apalagi skrng lirik ga ada di lagu lagu tertentu padahal itu lagu yg sering saya putar berulang ulang, kenapa harus gini?? demi kenyamanan pengguna yg lain juga, update lah yg menguntungkan kedua belah pihak kalau updatenya kaya gini yg untung cuma pihak spotify doang apa apa harus premium, tau si spotify premium murah tpi buat orang orang di pelosok susah buat bayarnya,1;1;Negative;;;;;;;
Awal download ok ok aja bagus, makin kesini kok liriknya banyak yg gk ada...??? padahal jaringan bagus dan kalaupun ada gk bisa di terjemahkan. Iklannya juga makin banyak, baru 2 lagu uda iklan 🤦‍♀️😑 tolong lah biar ada liriknya & terjemahan biar enak.,3;3;Negative;;;;;;;
"Udah seminggu ini tidak bisa putar musik di Spotify tulisan nya "" Spotify saat ini di atur ke offline "" ada lagi "" tidak ada koneksi internet "" padahal data masih banyak , pake WiFi juga masih tidak bisa , udah di update juga , udah tutor di YouTube juga masih tidak bisa kebuka , tolong bisa di jelaskan masalah nya dimana ? Terimakasih 🙏,3";3;Negative;;;;;;;
Kenapa ya lagu nya tuh ngga bisa dimuat lirik nya padahal jaringan udah bagus and Kouta saya masih banyak,dan juga kenapa saat saya keluar dari aplikasi tuh malah berhenti lagu nya padahal biasanya tuh tetap lanjut lagunya walaupun keluar dari apk nya,kecuali saya hapus riwayat pembukaan apk nya baru bisa berhenti tapi ini saya ngga ngehapus,dan lagu nya berhenti sendiri,padahal udah di update,Kouta masih banyak,sinyal kencang, penyimpanan juga masih ada ruang nya,mohon di perbaiki🙏,2;2;Negative;;;;;;;
Ini spotify sekarang kok lemot yah klo dipake di jaringan wifi?? Tolong dong diperbaiki lagi. Lemot banget ini apk.. udh jelas2 wifi saya kencang, tpi pas mau putar lagu malah jadi lemot,1;1;Negative;;;;;;;
Aplikasi nya bagus cuman: iklan ga ngotak baru 3/4 lagu ada iklan, lagu nya sering hilang baru 5 dekit nyetel lagu udah ilang, btw itu asli, sampai banting hp saya, saya kasih bintang 3 karena kurang memuaskan tolong bug kaya gini diperbaiki 😁😁😁🗿🗿,3;3;Negative;;;;;;;
Bagus apknya Akan tetapi minusnya:1.gak ada liriknya,cuma lagu2 tertentu yang ada liriknya.. Apalagi lagu2 yg kusuka malah gak ada liriknya jadi kurang seru 2.gak ada pilihan ngulang lagu (padahal dulu ada) 3.iklan mulu tiap ganti lagu 4.lemot/lola padahal wifi ku cepet,4;4;Negative;;;;;;;
"Tolong diperbaiki lagi ini di saya spotifynya sebagian lagunya tidak ada liriknya tulisannya ""tidak dapat memuat lirik lagu ini"" Padahal yang lainnya bisa cuman ada beberapa lagu yang tidak bisa padahal jaringan saya sudah bagus,3";3;Negative;;;;;;;
"Jujur saya cukup terganggu dengan masalah ini, banyak lagu yang tidak ada liriknya malah muncul tulisan ""tidak dapat memuat lirik untuk lagu ini"" , dan juga sekarang mulai banyak iklan di setiap jeda satu atau 2 lagu. tolong perbaikannya Spotify.,1";1;Negative;;;;;;;
Spotify sekarang kenapa setiap mau beli premium selalu gagal dengan alasan tidak dapat terhubung, padahal koneksi internet/wifi lancar banget, pass mau batalin premium juga kayak gitu makin susah, di update juga udh tapi masih tetep bgitu.,2;2;Negative;;;;;;;
Sangat memuaskan bagi sya yg ingin mendengarkan podcast atau lagu favorit sya, bahkan kita bisa membuat playlist untuk mengumpulkan lagu lagu favorit sesuai selera musik masing masing, banyak yg masih bisa kita jelajahi dapatkan preium tanpa iklan hanya dengan membayar perbulan, selama 30 hari kita bisa mendengarkan lagu favorit tanpa ganguan, dan bisa melihat lagu apa yg akan di putar selanjut nya,5;5;Positive;;;;;;;
Aplikasinya sekarang agak rada-rada, lagunya kadang-kadang hilang sendiri pas keluar dari aplikasi, belum 2 menit padahal, jadinya keganggu banget pas mau dengerin musik,2;2;Negative;;;;;;;
maaf ya spotify sekarang aku kasih bintang 1 dulu. kenapa? soalnya ada banyak lagu yang aku suka pas diputer malah gaada liriknya. kenapa bisa kayak gitu aku juga ngga tahu, tapi kalo karena akunku belum premium, agak keterlaluan harus upgrade premium cuma buat ngeliat liriknya doang. tolong diperbaiki sistemnya biar kita bisa nikmatin aplikasi kalian juga.,1;1;Negative;;;;;;;
Saya sangat menyukai aplikasi spotify. Dapat mendengarkan lagu pilihan sesuai dengan keinginan dan hampir semua lagu tersedia dengan lirik. Tapi entah mengapa belakangan ini beberapa lagu tidak dapat ditampilkan liriknya dan error. Mohon di bantu didalam penyelesaiannya. Terima kasih.,4;4;Positive;;;;;;;
Spotify jelek! Hanya bru pilih 2-3 lagu belom main,Iklan. dtggu, pilih lagi Iklan. Klo mau makan bukan bgtu caranya. Biarkan kita mainin dlu musiknya sampe habis baru iklan. Sosoan mau dipilih premium. Gratisx ajah gak beres,1;1;Negative;;;;;;;
1. kenapa lirik tidak dapat dimuat padahal sudah update 2. kenapa lirik tidak sesuai/tertukar sama lagu yg diputar 3. Iklan terlalu banyak Mohon segera di balas dan diperbaiki oleh pihak Spotify jgn sampai kualitas apl jadi berkurang Karena banyaknya kendala🙏🙏 Note: saya akan merubah bintang apabila masalah/bug pada apl sudah di PERBAIKI !!,1;1;Negative;;;;;;;
Aku suka banget sama apk ini, karena aku suka lagu aku bisa dengerin semua lagu yang ada di spotify walau biasanya ada iklan kek 2 gitu mana 30 detik lagi jadi dengerin iklan 1 menit kan agak ya walau juga kadang cuma 1,tapi ya bisa dong lagunya jangan keluar dari playsit nya kan jadi agak kesel gitu,4;4;Positive;;;;;;;
Aplikasi ini sangat lah bagus dan cocok untuk kita yang sedang ada masalah atau tidak tau cara menghibur diri tapi mohon agak dikurangi ya iklan nya soalnya Dikit² iklan Dikit-dikit iklan jadi, mohon dikurangi sedikit iklannya ya semoga yang baca ini bermanfaat 😁👍🏻,5;5;Positive;;;;;;;
"""tidak dapat memuat lirik untuk lagu ini"" Bukan hanya untuk satu lagu saja, tapi untuk semua lagu. Bahkan saya sudah logout dan login akun 2 kali, tapi tetap saja liriknya tidak dapat dimuat. Saya harap segera diperbaiki ya Spotify,2";2;Negative;;;;;;;
semenjak update Spotify jadi jelek, padahal sinyal udah bagus tapi liriknya banyak yang ga muncul dan iklannya makin banyak baru 2-4 lagu udah iklan, bahkan mau ganti lagu selalu iklan. tolong dong developernya perbaiki,3;3;Negative;;;;;;;
Lirik banyak ilang, banyak dibatesin sekarang, iklannya juga lumayan terlalu sering mana lama, gua mau skip lagu nggak bisa, dibates cuman 6x se jam, nyetel lagu dipencarian juga nggak bisa.,1;1;Negative;;;;;;;
Semua lagu yang dicari tersedia,kalau boleh saran untuk daftar pavorit masukan ke offline..supaya kalau kita jalan di areal tidak ada jaringan tetap bisa mendengarkan musik.trims.,5;5;Positive;;;;;;;
Tolong perbaiki soalnya setiap kali mutar lagu itu tuh sering muncul iklan trus ngespam, kalau mau mutar lagu yg lurus kayak berurutan itu kok harus pake premium ya?,2;2;Negative;;;;;;;
Entah knp nggak suka sama pengaturan apknya, nggak bisa dengerin lagu di playlist dengan susunan yang dimau, masa kalau mau denger lagu tertentu harus searching dulu, mana lagu di playlist nggak bisa diputar,1;1;Negative;;;;;;;
"Saya tidak bisa melihat lirik lagu di akun Spotify saya padahal lagu yang saya putar seharusnya bisa menampilkan lirik dalam lagu nya tetapi tempat untuk menampilkan lirik nya tertulis ""Tidak dapat memuat lirik untuk lagu ini"" ini mengganggu sekali,saya sudah 1 bulan berusaha memecahkan masalah ini.. tetapi tidak kunjung usai,, tolong segera perbaiki masalah ini!,1";1;Negative;;;;;;;
Untuk aplikasi saya suka tetapi harus ada peningkatan seperti lirik lagu yang kadang tidak bisa dimuat di lagu lagu tertentu itu saja terimakasih semoga Spotify semakin berkembang lebih baik,5;5;Positive;;;;;;;
kenapa ya beberapa lagu apalagi lagu yang inggris liriknya ga bisa di putar, padahal jaringan bagus, tolong di perbaiki, padahal download Spotify biar bisa dengerin lagu sambil liat lirik, ga paya nyari di google lagi, ehh malah sekarang liriknya ga bisa di putar, tolong di perbaiki...,3;3;Negative;;;;;;;
Ngga tau kenapa sejak diupdate kok sering error terutama pas bagian lirik banyak lagu yg ga bisa dibuka liriknya.....trus iklan nya sekarang hampir setiap lagu ada iklan beda sama dulu iklan di awal doang habis itu boleh dengar gratis tanpa iklan non stop 30 menit sekarang udah ga ada.....iklan nya juga kebanyakan iklan podcast sampah bukan iklan khas spotify premium yg dulu sangat ikonik itu,3;3;Negative;;;;;;;
Banyak lagu yg tidak bisa dilihat liriknya, biasanya muncul tidak dapat memuat lirik lagu ini. Tolong dong diperbaiki, padahal lagunya sudah sering saya dengerin tp ttp aja ga bisa. Trmksh,1;1;Negative;;;;;;;
Aplikasi mendengarkan lagu terbaik sepanjang masa mereka mengetahui genre apa saja yang disukai oleh pendengarnya LUAR BIASA,dan ditambah ada fitur kilas balik yang ada di penghujung tahun Spotify keren.,5;5;Positive;;;;;;;
"gini banget ya Spotify,aku baru aja bayar premium pas besoknya mau masuk apknya malah ga bisa katanya ""tidak ada koneksi internet""....padahal jaringan ku bagus tuh,buka aplikasi lain juga boleh,tolong benerin dong yang kek gini ntar klw udh bener gw naikin bintangnya,2";2;Negative;;;;;;;
Masa iya mau putar lagu yang disukai sesuai urutannya harus bayar/premium,padahal dulu ngga... setelah di update jadi kyk gitu. hadehh ...jadi jadi ga nyaman,1;1;Negative;;;;;;;
Tolong iklan horror nya dihilangin, sangat mengganggu ketika dengerin musik sendirian atau lagu malem hari. Lama lama orang jadi takut dengerin spotify kalau iklannya horror terus,1;1;Negative;;;;;;;
Aplikasi nya udah bagus bangett!! Lagu lagunya juga banyak,, tapi kebanyakan iklannya terus kadang liriknya juga kebanyakan suka ga muncul/ ga ada,, cuma itu aja sih menurutku,,,5;5;Negative;;;;;;;
please lah gue mau beli premium tapi halamannya error. ini aplikasi mau duit atauu kagak ? apalagi kalau paket mahasiswa. mau beli paketnya dibawa ke halaman selanjutnya tapi error bahkan lebih parah errornya. seperti disengaja untuk tidak bisa mengakses paket ini. mending pakai yang merah. beli premium mereka lancar ga error. lalu lagu lagunya lebih lengkap. dan fiturnya lebih banyak dan berguna. PR untuk Spotify.,1;1;Negative;;;;;;;
Bagus aplikasinya, suka banget sama Spotify. Saran aja nih ya, kurangin iklan horor nya. Kadang jadi takut buat dengerin lagu di Spotify, apalagi kalo malam-malam.,5;5;Positive;;;;;;;
pengalaman menggunakan Spotify memang memuaskan, tetapi selalu saja di beberapa lagu lirik nya tidak dapat dimuat, padahal internet rumah berjalan stabil, tolong ini sangat menjengkelkan pendengar ketika ingin membaca lirik lagu nya,2;2;Negative;;;;;;;
Tolong ini bug nya banyak banget padahal udah premium,sering banget gak muncul pop up musicnya pas di putar,kadang liriknya gak bisa di muat , dan yang paling penting kenapa lagi asiknya main game sambil dengerin music tiba2 musicnya berhenti sendiri aneh banget tolonglah cepat di fix ini bug sumpah kesel banget tau,2;2;Negative;;;;;;;
Spotify KAPITALIS! • Iklannya lebih lama daripada iklan di YouTube • Kebebasan memilih lagu yang akan diputar dibatasi per hari • Lagu tidak bisa diperlambat/dipercepat atau diskip ke menit tertentu Aplikasi ampas!!!!!!! Kapitalis!!!!!!!! Mending streaming lagu ke YouTube, atau langsung putar lagunya di kartu MEMORI milik SENDIRI!!!!!!!!!!,1;1;Negative;;;;;;;
Aplikasi yg bagus banget buat denger musik. Tapi, setelah di update kok malah ga bagus ya? Contohnya, banyak lagu yang liriknya ga bisa dibuka terus kalo mau milih-milih lagu ga sebebas sebelumnya karena ini udah dibatasi dan kalo mau milih sepuasnya harus berlangganan dulu.,2;2;Negative;;;;;;;
Secara keseluruhan sudah bagus.Ada kekurangan di beberapa point yaitu : 1.Di beberapa lagi ada yang ga pakai lirik 2.Ada beberapa lagu yang ga ada versi penyanyi kesukaan saya. Itu aja terima kasih untuk pengembang Spotify dan kru.,5;5;Positive;;;;;;;
Saya kira kalau udah di update jadi semakin bagus, ternyata semakin buruk. Beberapa lagu tidak bisa diputar, entah alasannya apa. Padahal sinyal di hp saya bagus, sudah dicoba menggunakan WiFi pun tetap sama, tidak bisa memutar lagu. Mohon perbaikannya yaa🙏🏻,3;3;Negative;;;;;;;
Aplikasinya the best banget! Tapi yang bikin jengkel itu dikit-dikit iklan padahal baru 1-2 lagu iklan muncul kayak kurangin dikit bisa? Tadi udah kebawa perasaan dengerin lagu sad mau nangis dengerin iklan gajadi nangis Update: ini kok beberapa liriknya pada gabisa dibuka? Jadinya harus buka gugel trus search liriknya dong 😓😓,5;5;Positive;;;;;;;
Selebihnya udah bagus, suara musik sbg dan lagu ny juga lengkap, tp ini kenapa ya udh diupdate malah liriknya pada gak ada terus. Udah di update loh sebelumnya padahal lirik aman-aman aja tp pas udah di update yg lagu-lagu ada lirik malah gak ada lagi. Tolong dong liriknya. Di update kan bukan mengurangi fitur-fitur malah menambah atau memperbaiki jika ada bug tolong liriknya di sediakan kembali Terimakasih 🙏 Mohon perbaikannya lebih bagus lagi,4;4;Positive;;;;;;;
Aplikasinya bagus saya suka. Walaupun banyak iklanya saat ganti lagu tapi ga papa karena saya juga ga make premium. Tapi ada bug yang sangat menggangu, tolong perbaiki bug lirik yang tidak muncul, padahal jaringan sudah stabil,3;3;Negative;;;;;;;
please developer ini spotify nya emang nge bug atau gimana nih,masa mau ngedengerin lagu tapi gak ada liriknya,padahal biasanya suka ada,tapi ke akhir akhir ini gak ada,please benerin bug nya,nanti ku kasih bintang 5 kalo udah bener,1;1;Negative;;;;;;;
Hai spotify, sebelumnya aplikasi ini sangat bagus dan rekomend banget buat dengerin lagu. Tapi kenapa setelah update jadi lebih berbeda? Pertama iklannya sangat banyak, saya tau kalau akun saya tidak premium, tapi tolong ya iklannya dikurangin agar lebih enjoy mendengarkan musik. Yang kedua, kenapa lirik lagu pada hilang semua? awalnya saya kira jaringan saya yang jelek, tapi ternyata dari pihak aplikasi memang lirik tidak bisa diputar lagi. Tolong ya di benarkan kembali, agar pengguna enjoy.,3;3;Negative;;;;;;;
Sdh iklan lama terus pas di update malah makin buruk dulu masih bisa dengerin lagu walaupun jaringan ilang di tengah2 lagu tar pas nyambung bisa ganti lagu selanjutnya lah sekarang jaringan lemot dikit gak bisa dengarin lagu!!!,1;1;Negative;;;;;;;
"Aplikasi yang bagus untuk dengerin musik secara gratis pilihan lagu-nya banyak dan cepet juga update lagu"" trending bagus deh pokoknya dan no ribet juga aplikasi-nya,4";4;Negative;;;;;;;
Kenapa yaa misal saya dengerin spotify sambil buka yg lain sering banget musiknya tiba tiba mati sendiri, padahal saya juga gk buka yg video tapi tiba tiba mati sendiri, dan gak cuma sekali dua kali, tapi berkali kali. Itu kenapa ya??? Apa hp saya yang jelek???? Iya sihhh saya gak premium tapi kenapa harus mati mati sendiri gitu lhooo gak seru jadinya,3;3;Negative;;;;;;;
Aplikasinya jelek. Bilng bisa di download lagunya, padahal tidak bisa di download, selalu mendikte. Sumpah aplikasinya jelek banget, gue menyesal sdh menginstal aplikasinya ke-2 kalinya,1;1;Negative;;;;;;;
Saya saat sedang mendengarkan lagu tiba2 log out dan saat mencoba login kembali dengan email dan pasword yang sama muncul ada yang salah setalah itu saya tidak bisa login kembali. Mohon di fiks bugnya,1;1;Negative;;;;;;;
aplikasi nyaa bagus bangett🌷‼️ listening to songs on Spotify is really nice, tapii akhir-akhir ini ga bisa liat lirik nya, lirik nya ga muncul, pas nge cek di lirik malah ada tulisan “Lirik tidak tersedia”, tapi gapapa aku tetep suka🫂💕,4;4;Positive;;;;;;;
Menurut saya ini udh bagus tapi semua fitur yang paling di perlukan seperti Mutar lagu bersusun, ini Mutar lagu nya di batasi!? Apaan sih!?, mending beli premium YouTube aj lebih bagus,4;4;Positive;;;;;;;
Lagunya bagus² dan hampir semua lagi tapi sayang iklan terkadang sangat mengganggu dan terlalu sering, hampir setiap pergantian lagu pasti salalu ada iklan.,4;4;Positive;;;;;;;
Selama ada Koneksi Internet, Aman untuk memutar lagu, Tidak perlu lagi menyimpan Banyak lagu di Memory HP, Bisa melihat Lagu² Teratas disetiap negara.,5;5;Positive;;;;;;;
"Kenapa ya kok mau beli paket premium tapi pas mau pembayaran pakek pulsa ada tulisan ""TIDAK DAPAT TERHUBUNG"" padahal internet lancar dan katanya di suruh ke pengaturan tapi apa yang harus di atur?? Tolong dong bantuannya,3";3;Negative;;;;;;;
kenapa setiap saya mau update premium bayar via Spotify selalu gagal. tulisannya dsuruh periksa pengaturan dan coba lagi. Sudah diperiksa, internet lancar, masih gak bisa. Tolong ya in bagaimana menyelesaikan masalahnya,3;3;Negative;;;;;;;
Ini Spotify kenapa sih? Masa setelahku update malah gak bisa milih lagu bukan gak bisa, bisa tapi dibatasi padahal dulu sebelum update bisa bisa aja tuh padahal aku gak premium, sekarang setelah update malah gini jadi nyesel update aku wak😁,2;2;Negative;;;;;;;
lirik ngak ada, ngak bisa pilih lagu(dipilih random sama sistem), iklan podcast ngeganggu(terlalu sering), iklan podcast horor² semua, semoga cepat di perbaiki karna ini NGAK LUCU YA!!, bayangin orang lagi santai malah dikasih iklan podcast horor, NGAK NGOTAK!!,1;1;Negative;;;;;;;
"Mohon untuk spotify indonesia, untuk kenyamanan bersama di mohon untuk tidak menayangkan iklan yang horor karena itu bisa menyebabkan ketidaknyaman dan timbul trauma. Mohon dipahami dan tidak ditambahkan kembali iklan horor, diharapkan dibaca oleh petinggi"" yg lainnya, terimakasih,4";4;Positive;;;;;;;
Banyak bug nya parah, kadang akunya berubah jadi random, internet lancar tapi lama buat ngeload lagunya, playlist kadang ilang/kosong,,3;3;Negative;;;;;;;
Aplikasi nya sangat bagus enak sekali kalo ingin mendengar kan musik saat ingin tidur karna bisa di putar sesuai playlist Terimakasih Spotify,5;5;Positive;;;;;;;
Sporty aplikasi nya sudah bagus tapi tolong bagi pengguna yang tidak premium agar bisa mendengarkan lagu sepuasnya tanpa iklan baru sekali iklan sudah ada lagi iklan yang lain tolong iklan yang horor horor di hilangkan saja terlalu seram,3;3;Negative;;;;;;;
Aplikasi ini bagus banget tapi ad kendalnya, kenapa nggak semua lagu bisa liat lirik, soalnya saya suka membaca lirik sambil mempelajari bahas inggris jika putar lagu bahasa inggris, jika di update mohon ad liriknya dong, Plisss🙏,5;5;Positive;;;;;;;
"Spotify tolong dong perbaiki bug nya masa saya mau melihat lirik lagu tapi tidak bisa malah di bilang begini di lirik nya ""Tidak dapat memuat lirik lagu""padahal jaringan saya baik² ajh tolong dong di perbaiki bug nya.🙏😁,1";1;Negative;;;;;;;
Aplikasinya bagus dan bisa nemu lagu favorit gw cooooy bangat ada lagu phonknya, coba kalian cobain aplikasinya bisa nemu lagu favorit kalian buruan download 😁👍(tetap saja ada iklan bikin kesel😤),5;5;Positive;;;;;;;
Hallo min jujur saya sangat suka dengan spotify, tapi kenapa akhir akhir ini untuk iklan nya kenapa jadi horror gitu ya?, saya tau saya harus membeli premium tapi tolong setidaknya untuk iklan bisa di ganti dengan yang lain jangan podcast horror, terimakasih,5;5;Positive;;;;;;;
KEREEEN apk ini juara, juara apk paling mata duitan, Apa apa harus premium. saya ga masalah kalo ada iklan setiap lagunya ganti tapi ini gabole milih lagu mana yg mau diputerin saat itu. Kalo mau banyak duit jualan bahan bahan material aja spotify 🙏,2;2;Negative;;;;;;;
Akhir-akhir ini keseringan iklan horor, padahal sudah saya dislike tetap saja iklannya itu lagi itu lagi, sebagai orang kurang suka horor saya jadi tergganggu. Semoga ada perbaikan untuk iklan.,3;3;Negative;;;;;;;
Untuk semua udh bagus kalo gak premium muncul iklan juga gak banyak kok cuman yg paling mengganggu itu pas mau liat lirik lagu gak bisa jadi tolong di perhatiin demi kenyamanan Pengguna,3;3;Negative;;;;;;;
Menurutku udah bagus cuma minesnya di lirik sama iklan aja Kadang baru 2 lagu langsung iklan biasanya baru 1 lagu udah iklan Kalau di lirik, di beberapa lagu liriknya ngak bisa muncul (tidak dapat memuat lirik) Cuma itu ajasih, lebih diperbaiki lagi yah^^,4;4;Positive;;;;;;;
jadi banyak iklan,dan tdk bisa memilih lagu lagi,harus nunggu besok dlu baru bisa,jadi jelek bnget,lama lama bakal pindah user ke sebalah klo gini terus mah,jaringan jga jdi jelek pdhal hp gw (IPHONE 15 PRO MAX),TP ada sistem,1;1;Negative;;;;;;;
Saat mendengarkan lagu berdasarkan pencarian, tolong lagu selanjutnya diputar menurut lagu yang dicari, radio lagu terkadang diluar lagu yang dicari, misalnya lagu awalnya rock tiba tiba beda genre, mungkin diputar melalui lagu yang sering didengar ya, tetapi ada saatnya dimana kita mau mendengarkan lagu yang satu genre dengan lagu awal yang dicari.,4;4;Positive;;;;;;;
